;8;127;10;10
eclat;;;;
de;;;;
rire;;;;
.;;;;
En;;;;
argot;;;;
de;;;;
theAtre;;;;
c';;;;
est;;;;
ce;;;;
qu';;;;
on;;;;
appelle;;;;
un;;;;
effet;;;;
.;;;;
Sans;;;;
le;;;;
vouloir;;;;
,;;;;
il;;;;
avait;;;;
trouve;;;;
un;;;;
effet;;;;
.;;;;
La;;;;
troupe;;;;
dont;;;;
il;;;;
faisait;;;;
partie;;;;
desservait;;;;
plusieurs;;;;
communes;;;;
.;;;;
C';;;;
etait;;;;
une;;;;
facon;;;;
de;;;;
troupe;;;;
nomade;;;;
,;;;;
jouant;;;;
tantot;;;;
a;;;;
Grenelle;;;;
,;;;;
a;;;;
Mont-;;;;
parnasse;;;;
,;;;;
Sevres;;;;
,;;;;
a;;;;
Sceaux;;;;
,;;;;
a;;;;
Saint-Cloud;;;;
.;;;;
Pour;;;;
aller;;;;
d';;;;
un;;;;
pays;;;;
a;;;;
l';;;;
autre;;;;
,;;;;
on;;;;
s';;;;
entassait;;;;
dans;;;;
l';;;;
omnibus;;;;
du;;;;
theatre,-;;;;
un;;;;
vieil;;;;
omnibus;;;;
cafe;;;;
au;;;;
lait;;;;
traine;;;;
par;;;;
un;;;;
cheval;;;;
phtisique;;;;
.;;;;
En;;;;
route;;;;
,;;;;
on;;;;
chantait;;;;
,;;;;
on;;;;
jouait;;;;
aux;;;;
cartes;;;;
.;;;;
Ceux;;;;
qui;;;;
ne;;;;
savaient;;;;
pas;;;;
leurs;;;;
roles;;;;
se;;;;
mettaient;;;;
dans;;;;
le;;;;
fond;;;;
et;;;;
repassaient;;;;
les;;;;
brochures;;;;
.;;;;
C';;;;
etait;;;;
sa;;;;
place;;;;
a;;;;
lui;;;;
.;;;;
Il;;;;
restait;;;;
la;;;;
,;;;;
taciturne;;;;
et;;;;
triste;;;;
comme;;;;
sont;;;;
les;;;;
grands;;;;
comiques;;;;
,;;;;
l';;;;
oreille;;;;
fermee;;;;
a;;;;
toutes;;;;
les;;;;
trivialites;;;;
qui;;;;
bourdonnaient;;;;
a;;;;
ses;;;;
cotes;;;;
.;;;;
TocoLOToTIGNAN;;;;
z;;;;
Si;;;;
bas;;;;
qu';;;;
il;;;;
ft;;;;
tombe;;;;
,;;;;
ce;;;;
cabotinage;;;;
roulant;;;;
etait;;;;
encore;;;;
au;;;;
-;;;;
dessous;;;;
de;;;;
lui;;;;
.;;;;
Il;;;;
avait;;;;
honte;;;;
de;;;;
se;;;;
trouver;;;;
en;;;;
pareille;;;;
compagnie;;;;
.;;;;
Les;;;;
femmes;;;;
,;;;;
de;;;;
vieilles;;;;
pretentions;;;;
,;;;;
fanees;;;;
,;;;;
fardees;;;;
,;;;;
manierees;;;;
,;;;;
sentencieuses;;;;
.;;;;
Les;;;;
hommes;;;;
,;;;;
des;;;;
etres;;;;
communs;;;;
,;;;;
sans;;;;
ideal;;;;
,;;;;
sans;;;;
orthographe;;;;
,;;;;
des;;;;
fils;;;;
de;;;;
coiffeurs;;;;
ou;;;;
de;;;;
marchandes;;;;
de;;;;
frites;;;;
,;;;;
qui;;;;
s';;;;
etaient;;;;
faits;;;;
comediens;;;;
par;;;;
deseuvrement;;;;
,;;;;
par;;;;
faineantise;;;;
,;;;;
par;;;;
amour;;;;
du;;;;
paillon;;;;
,;;;;
du;;;;
costume;;;;
,;;;;
pour;;;;
se;;;;
montrer;;;;
sur;;;;
les;;;;
planches;;;;
en;;;;
collants;;;;
de;;;;
couleur;;;;
tendre;;;;
et;;;;
redin-;;;;
gotes;;;;
a;;;;
la;;;;
Souwaroff;;;;
,;;;;
des;;;;
Lovelaces;;;;
de;;;;
barriere;;;;
,;;;;
toujours;;;;
preoccupes;;;;
de;;;;
leur;;;;
tenue;;;;
,;;;;
depensant;;;;
leurs;;;;
appointements;;;;
en;;;;
frisures;;;;
,;;;;
et;;;;
vous;;;;
disant;;;;
,;;;;
d';;;;
un;;;;
air;;;;
convaincu;;;;
:;;;;
Aujourd'hui;;;;
,;;;;
j';;;;
ai;;;;
bien;;;;
travaille;;;;
,;;;;
n;;;;
quand;;;;
ils;;;;
avaient;;;;
passe;;;;
cinq;;;;
heures;;;;
a;;;;
se;;;;
faire;;;;
une;;;;
paire;;;;
de;;;;
bottes;;;;
Louis;;;;
XV;;;;
avec;;;;
deux;;;;
metres;;;;
de;;;;
papier;;;;
verni;;;;
...;;;;
En;;;;
verite;;;;
,;;;;
c';;;;
etait;;;;
bien;;;;
la;;;;
peine;;;;
de;;;;
railler;;;;
la;;;;
salon;;;;
a;;;;
musique;;;;
de;;;;
Pierrotte;;;;
pour;;;;
venir;;;;
s';;;;
echouer;;;;
dans;;;;
cette;;;;
guimbarde;;;;
.;;;;
A;;;;
cause;;;;
de;;;;
son;;;;
air;;;;
maussade;;;;
et;;;;
de;;;;
ses;;;;
fiertes;;;;
silencieuses;;;;
,;;;;
ses;;;;
cama-;;;;
rades;;;;
ne;;;;
l';;;;
aimaient;;;;
pas;;;;
.;;;;
On;;;;
disait;;;;
:;;;;
C';;;;
est;;;;
un;;;;
sournois;;;;
.;;;;
La;;;;
creole;;;;
,;;;;
en;;;;
revanche;;;;
,;;;;
avait;;;;
su;;;;
gagner;;;;
tous;;;;
les;;;;
ceurs;;;;
.;;;;
Elle;;;;
tronait;;;;
dans;;;;
l';;;;
omnibus;;;;
comme;;;;
une;;;;
princesse;;;;
en;;;;
bonne;;;;
fortune;;;;
,;;;;
riait;;;;
a;;;;
belles;;;;
dents;;;;
,;;;;
renver-;;;;
sait;;;;
la;;;;
tete;;;;
en;;;;
arriere;;;;
pour;;;;
montrer;;;;
sa;;;;
fine;;;;
encolure;;;;
,;;;;
tutoyait;;;;
tout;;;;
le;;;;
monde;;;;
,;;;;
appelait;;;;
les;;;;
hommes;;;;
mon;;;;
vieux;;;;
,;;;;
les;;;;
femmes;;;;
ma;;;;
petite;;;;
,;;;;
et;;;;
forcait;;;;
les;;;;
plus;;;;
hargneux;;;;
a;;;;
dire;;;;
d';;;;
elle;;;;
:;;;;
C';;;;
est;;;;
une;;;;
bonne;;;;
fille;;;;
.;;;;
Une;;;;
bonne;;;;
fille;;;;
,;;;;
quelle;;;;
derision;;;;
l;;;;
..;;;;
Ainsi;;;;
roulant;;;;
,;;;;
riant;;;;
,;;;;
les;;;;
grosses;;;;
plaisanteries;;;;
faisant;;;;
feu;;;;
,;;;;
on;;;;
arri-;;;;
vait;;;;
au;;;;
lieu;;;;
de;;;;
la;;;;
representation;;;;
.;;;;
Le;;;;
spectacle;;;;
fini;;;;
,;;;;
on;;;;
se;;;;
dshabillait;;;;
d';;;;
un;;;;
tour;;;;
de;;;;
main;;;;
,;;;;
et;;;;
vite;;;;
on;;;;
remontait;;;;
en;;;;
voiture;;;;
pour;;;;
rentrer;;;;
a;;;;
Paris;;;;
.;;;;
Alors;;;;
il;;;;
faisait;;;;
noir;;;;
.;;;;
On;;;;
causait;;;;
a;;;;
voix;;;;
basse;;;;
,;;;;
en;;;;
se;;;;
chetrchant;;;;
dans;;;;
l';;;;
ombre;;;;
avec;;;;
les;;;;
genoux;;;;
.;;;;
De;;;;
temps;;;;
en;;;;
temps;;;;
,;;;;
un;;;;
rire;;;;
etouffe;;;;
...;;;;
A;;;;
l';;;;
octroi;;;;
du;;;;
faubourg;;;;
du;;;;
Maine;;;;
,;;;;
l';;;;
omnibus;;;;
s';;;;
arretait;;;;
pour;;;;
remiser;;;;
.;;;;
Tout;;;;
le;;;;
monde;;;;
descendait;;;;
,;;;;
et;;;;
l';;;;
on;;;;
allait;;;;
en;;;;
troupe;;;;
reconduire;;;;
Irma;;;;
Borel;;;;
jusqu';;;;
a;;;;
la;;;;
porte;;;;
du;;;;
grand;;;;
taudis;;;;
,;;;;
ou;;;;
Coucou;;;;
-;;;;
Blanc;;;;
,;;;;
aux;;;;
trois;;;;
quarts;;;;
ivre;;;;
,;;;;
les;;;;
attendait;;;;
avec;;;;
sa;;;;
chanson;;;;
triste;;;;
:;;;;
Tolocototignan;;;;
l;;;;
...;;;;
Tolocototignan;;;;
...;;;;
A;;;;
les;;;;
voir;;;;
ainsi;;;;
rives;;;;
l';;;;
un;;;;
h;;;;
l';;;;
autre;;;;
,;;;;
on;;;;
aurait;;;;
pu;;;;
croire;;;;
qu';;;;
ils;;;;
s';;;;
aimaient;;;;
.;;;;
Nonl;;;;
ils;;;;
ne;;;;
s';;;;
aimaient;;;;
pas;;;;
.;;;;
Ils;;;;
se;;;;
connaissaient;;;;
trop;;;;
bien;;;;
pour;;;;
cela;;;;
.;;;;
Il;;;;
la;;;;
savait;;;;
menteuse;;;;
,;;;;
froide;;;;
,;;;;
sans;;;;
entrailles;;;;
.;;;;
Elle;;;;
le;;;;
savait;;;;
faible;;;;
et;;;;
mou;;;;
jusqu';;;;
a;;;;
la;;;;
lachete;;;;
.;;;;
Elle;;;;
se;;;;
disait;;;;
:;;;;
Un;;;;
beau;;;;
matin;;;;
,;;;;
son;;;;
frere;;;;
va;;;;
revenir;;;;
et;;;;
me;;;;
l';;;;
enlever;;;;
pour;;;;
le;;;;
rendre;;;;
a;;;;
sa;;;;
porcelainiere;;;;
.;;;;
Lui;;;;
se;;;;
disait;;;;
:;;;;
a;;;;
Un;;;;
de;;;;
ces;;;;
jours;;;;
,;;;;
lassee;;;;
de;;;;
la;;;;
vie;;;;
qu';;;;
elle;;;;
mene;;;;
,;;;;
elle;;;;
s';;;;
envolerazrz2;;;;
LE;;;;
PETIT;;;;
CHOSE;;;;
avec;;;;
un;;;;
monsieur;;;;
de;;;;
Huit;;;;
-;;;;
a;;;;
-;;;;
Dix;;;;
,;;;;
et;;;;
moi;;;;
,;;;;
je;;;;
resterai;;;;
seul;;;;
dans;;;;
la;;;;
fange;;;;
...;;;;
Cette;;;;
crainte;;;;
eternelle;;;;
qu';;;;
ils;;;;
avaient;;;;
de;;;;
se;;;;
perdre;;;;
faisait;;;;
le;;;;
plus;;;;
clair;;;;
de;;;;
leur;;;;
amour;;;;
.;;;;
Ils;;;;
ne;;;;
s';;;;
aimaient;;;;
pas;;;;
,;;;;
et;;;;
pourtant;;;;
ils;;;;
etaient;;;;
jaloux;;;;
.;;;;
Chose;;;;
singuliere;;;;
,;;;;
n';;;;
est;;;;
-ce;;;;
pas;;;;
?;;;;
que;;;;
la;;;;
oi;;;;
il;;;;
n';;;;
y;;;;
a;;;;
pas;;;;
d';;;;
amour;;;;
,;;;;
il;;;;
puisse;;;;
y;;;;
avoir;;;;
de;;;;
la;;;;
jalousie;;;;
.;;;;
Eh;;;;
bienl;;;;
c';;;;
etait;;;;
ainsi;;;;
..;;;;
Quand;;;;
elle;;;;
par-;;;;
lait;;;;
familierement;;;;
a;;;;
quelqu';;;;
un;;;;
du;;;;
theatre;;;;
,;;;;
il;;;;
devenait;;;;
pale;;;;
.;;;;
Quand;;;;
il;;;;
recevait;;;;
une;;;;
lettre;;;;
,;;;;
elle;;;;
se;;;;
jetait;;;;
dessus;;;;
et;;;;
la;;;;
decachetait;;;;
avec;;;;
des;;;;
mains;;;;
tremblantes;;;;
...;;;;
Le;;;;
plus;;;;
souvent;;;;
,;;;;
c';;;;
etait;;;;
une;;;;
lettre;;;;
de;;;;
Jacques;;;;
.;;;;
Elle;;;;
la;;;;
lisait;;;;
jusqu';;;;
au;;;;
bout;;;;
en;;;;
ricanant;;;;
,;;;;
puis;;;;
la;;;;
jetait;;;;
sur;;;;
un;;;;
meuble;;;;
:;;;;
Toujours;;;;
la;;;;
meme;;;;
chose;;;;
,;;;;
disait;;;;
-elle;;;;
avec;;;;
dedain;;;;
.;;;;
Helasl;;;;
ouil;;;;
toujours;;;;
la;;;;
meme;;;;
chose;;;;
,;;;;
c';;;;
est;;;;
-;;;;
a;;;;
-;;;;
dire;;;;
le;;;;
devouement;;;;
,;;;;
la;;;;
generosite;;;;
,;;;;
l';;;;
abnegation;;;;
.;;;;
C';;;;
est;;;;
bien;;;;
pour;;;;
cela;;;;
qu';;;;
elle;;;;
detestait;;;;
tant;;;;
le;;;;
frere;;;;
...;;;;
Le;;;;
brave;;;;
acques;;;;
ne;;;;
s';;;;
en;;;;
doutait;;;;
pas;;;;
,;;;;
lui;;;;
.;;;;
Il;;;;
ne;;;;
se;;;;
doutait;;;;
de;;;;
rien;;;;
.;;;;
On;;;;
lui;;;;
ecrivait;;;;
que;;;;
tout;;;;
allait;;;;
bien;;;;
,;;;;
que;;;;
la;;;;
Comedie;;;;
pastorale;;;;
etait;;;;
aux;;;;
trois;;;;
quarts;;;;
vendue;;;;
,;;;;
et;;;;
qu';;;;
a;;;;
l';;;;
echeance;;;;
des;;;;
billets;;;;
on;;;;
trouverait;;;;
chez;;;;
les;;;;
libraires;;;;
tout;;;;
l';;;;
argent;;;;
qu';;;;
il;;;;
faudrait;;;;
pour;;;;
faire;;;;
face;;;;
.;;;;
Confiant;;;;
et;;;;
bon;;;;
comme;;;;
toujours;;;;
,;;;;
il;;;;
continuait;;;;
d';;;;
envoyer;;;;
les;;;;
cents;;;;
francs;;;;
du;;;;
mois;;;;
rue;;;;
Bonaparte;;;;
,;;;;
oiu;;;;
Coucou;;;;
-;;;;
Blanc;;;;
allait;;;;
les;;;;
chercher;;;;
.;;;;
Avec;;;;
les;;;;
cent;;;;
francs;;;;
de;;;;
acques;;;;
et;;;;
les;;;;
appointements;;;;
du;;;;
theatre;;;;
,;;;;
ils;;;;
avaient;;;;
bien;;;;
sur;;;;
de;;;;
quoi;;;;
vivre;;;;
,;;;;
surtout;;;;
dans;;;;
ce;;;;
quartier;;;;
de;;;;
pauvres;;;;
heres;;;;
.;;;;
IMais;;;;
ni;;;;
l';;;;
un;;;;
ni;;;;
l';;;;
autre;;;;
ils;;;;
ne;;;;
savaient;;;;
,;;;;
comme;;;;
on;;;;
dit;;;;
,;;;;
ce;;;;
que;;;;
c';;;;
est;;;;
que;;;;
l';;;;
argent;;;;
:;;;;
lui;;;;
,;;;;
parce;;;;
qu';;;;
il;;;;
n';;;;
en;;;;
avait;;;;
jamais;;;;
eu;;;;
	;;;;
elle;;;;
,;;;;
parce;;;;
qu';;;;
elle;;;;
en;;;;
avait;;;;
toujours;;;;
eu;;;;
de;;;;
trop;;;;
.;;;;
Aussi;;;;
,;;;;
quel;;;;
gaspillagel;;;;
Des;;;;
le;;;;
g;;;;
du;;;;
mois;;;;
,;;;;
la;;;;
caisse;;;;
-;;;;
une;;;;
petite;;;;
pantoufle;;;;
javanaise;;;;
en;;;;
paille;;;;
de;;;;
mais;;;;
-;;;;
la;;;;
caisse;;;;
etait;;;;
vide;;;;
.;;;;
Il;;;;
y;;;;
avait;;;;
d';;;;
abord;;;;
le;;;;
kakatoes;;;;
qui;;;;
,;;;;
a;;;;
lui;;;;
seul;;;;
,;;;;
cotait;;;;
autant;;;;
a;;;;
nourrir;;;;
qu';;;;
une;;;;
personne;;;;
de;;;;
grandeur;;;;
naturelle;;;;
.;;;;
Il;;;;
y;;;;
avait;;;;
ensuite;;;;
le;;;;
blanc;;;;
,;;;;
le;;;;
kohl;;;;
,;;;;
la;;;;
poudre;;;;
de;;;;
riz;;;;
,;;;;
les;;;;
opiats;;;;
,;;;;
les;;;;
pattes;;;;
de;;;;
lievre;;;;
,;;;;
tout;;;;
l';;;;
attirail;;;;
de;;;;
la;;;;
peinture;;;;
dramatique;;;;
.;;;;
Puis;;;;
les;;;;
brochures;;;;
d;;;;
theatre;;;;
etaient;;;;
trop;;;;
vieilles;;;;
,;;;;
trop;;;;
fanees;;;;
	;;;;
madame;;;;
voulait;;;;
des;;;;
bro-;;;;
chures;;;;
neuves;;;;
.;;;;
Il;;;;
lui;;;;
fallait;;;;
aussi;;;;
des;;;;
fleurs;;;;
,;;;;
beaucoup;;;;
de;;;;
fleurs;;;;
.;;;;
Elle;;;;
se;;;;
serait;;;;
passe;;;;
de;;;;
manger;;;;
plutot;;;;
que;;;;
de;;;;
voir;;;;
ses;;;;
jardinieres;;;;
vides;;;;
.;;;;
En;;;;
deux;;;;
mois;;;;
,;;;;
la;;;;
maison;;;;
fut;;;;
criblee;;;;
de;;;;
dettes;;;;
.;;;;
On;;;;
devait;;;;
a;;;;
1'hotel;;;;
,;;;;
au;;;;
restaurant;;;;
,;;;;
au;;;;
portier;;;;
du;;;;
theatre;;;;
.;;;;
De;;;;
temps;;;;
en;;;;
temps;;;;
,;;;;
un;;;;
fournis-;;;;
seur;;;;
se;;;;
lassait;;;;
et;;;;
venait;;;;
faire;;;;
du;;;;
bruit;;;;
le;;;;
matin;;;;
.;;;;
Ces;;;;
jours;;;;
-;;;;
la;;;;
,;;;;
en;;;;
desespoir;;;;
de;;;;
tout;;;;
,;;;;
on;;;;
courait;;;;
vite;;;;
chez;;;;
l';;;;
imprimeur;;;;
de;;;;
la;;;;
Comedie;;;;
pastorale;;;;
,;;;;
et;;;;
on;;;;
lui;;;;
empruntait;;;;
quelques;;;;
louis;;;;
de;;;;
la;;;;
part;;;;
de;;;;
acques;;;;
.;;;;
L';;;;
imprimeur;;;;
,;;;;
qui;;;;
avait;;;;
entre;;;;
les;;;;
mains;;;;
le;;;;
second;;;;
volume;;;;
des;;;;
fameux;;;;
memoires;;;;
et;;;;
savait;;;;
Jacques;;;;
toujours;;;;
secretaire;;;;
de;;;;
M.;;;;
d';;;;
Hacqueville;;;;
,;;;;
ouvrait;;;;
saTOcoLOTOoTIGNAN;;;;
z3;;;;
bourse;;;;
sans;;;;
mefiance;;;;
.;;;;
De;;;;
louis;;;;
en;;;;
louis;;;;
,;;;;
on;;;;
etait;;;;
arrive;;;;
a;;;;
lui;;;;
emprunter;;;;
quatre;;;;
cents;;;;
francs;;;;
qui;;;;
,;;;;
joints;;;;
aux;;;;
neuf;;;;
cents;;;;
de;;;;
la;;;;
Comedie;;;;
pastorale;;;;
,;;;;
portaient;;;;
la;;;;
dette;;;;
de;;;;
Jacques;;;;
jusqu';;;;
a;;;;
treize;;;;
cents;;;;
francs;;;;
.;;;;
Pauvre;;;;
mere;;;;
acquesl;;;;
que;;;;
de;;;;
desastres;;;;
l';;;;
attendaient;;;;
a;;;;
son;;;;
retourl;;;;
Daniel;;;;
disparu;;;;
,;;;;
les;;;;
yeux;;;;
noirs;;;;
en;;;;
larmes;;;;
,;;;;
pas;;;;
un;;;;
volume;;;;
vendu;;;;
et;;;;
treize;;;;
cents;;;;
francs;;;;
a;;;;
payer;;;;
.;;;;
Comment;;;;
se;;;;
tirerait;;;;
-il;;;;
de;;;;
la;;;;
...;;;;
La;;;;
creole;;;;
ne;;;;
s';;;;
inquietait;;;;
gure;;;;
,;;;;
elle;;;;
.;;;;
Mais;;;;
lui;;;;
,;;;;
le;;;;
petit;;;;
Chose;;;;
,;;;;
cette;;;;
pensee;;;;
ne;;;;
le;;;;
quittait;;;;
pas;;;;
.;;;;
C';;;;
etait;;;;
une;;;;
obsession;;;;
,;;;;
une;;;;
angoisse;;;;
perpetuelle;;;;
.;;;;
Il;;;;
avait;;;;
beau;;;;
chercher;;;;
a;;;;
s';;;;
etourdir;;;;
,;;;;
travailler;;;;
comme;;;;
un;;;;
forcat;;;;
(;;;;
et;;;;
de;;;;
quel;;;;
travail;;;;
,;;;;
juste;;;;
Dieul;;;;
);;;;
,;;;;
apprendre;;;;
de;;;;
nouvelles;;;;
bouffonneries;;;;
,;;;;
etudier;;;;
devant;;;;
son;;;;
miroir;;;;
de;;;;
nouvelles;;;;
grimaces;;;;
,;;;;
toujours;;;;
le;;;;
miroir;;;;
lui;;;;
ren-;;;;
voyait;;;;
l';;;;
image;;;;
de;;;;
Jacques;;;;
au;;;;
lieu;;;;
de;;;;
la;;;;
sienne;;;;
	;;;;
entre;;;;
les;;;;
lignes;;;;
de;;;;
son;;;;
rOle;;;;
,;;;;
au;;;;
lieu;;;;
de;;;;
Langlumeau;;;;
,;;;;
de;;;;
Josias;;;;
et;;;;
autres;;;;
personnages;;;;
de;;;;
vau-;;;;
deville;;;;
,;;;;
il;;;;
ne;;;;
voyait;;;;
que;;;;
le;;;;
nom;;;;
de;;;;
Jacques;;;;
	;;;;
Jacques;;;;
,;;;;
Jacques;;;;
,;;;;
toujours;;;;
Jacquesl;;;;
Chaque;;;;
matin;;;;
,;;;;
il;;;;
regardait;;;;
le;;;;
calendrier;;;;
avec;;;;
terreur;;;;
et;;;;
,;;;;
comptant;;;;
les;;;;
jours;;;;
qui;;;;
le;;;;
separaient;;;;
de;;;;
la;;;;
premiere;;;;
echeance;;;;
des;;;;
billets;;;;
,;;;;
il;;;;
se;;;;
disait;;;;
en;;;;
frissonnant;;;;
:;;;;
Plus;;;;
qu';;;;
un;;;;
mois;;;;
,;;;;
plus;;;;
que;;;;
trois;;;;
semainesln;;;;
Car;;;;
il;;;;
savait;;;;
bien;;;;
qu';;;;
au;;;;
premier;;;;
billet;;;;
proteste;;;;
tout;;;;
serait;;;;
decouvert;;;;
,;;;;
et;;;;
que;;;;
le;;;;
martyre;;;;
de;;;;
son;;;;
frere;;;;
commencerait;;;;
des;;;;
ce;;;;
jour;;;;
-;;;;
lh;;;;
.;;;;
Jusque;;;;
dans;;;;
son;;;;
sommeil;;;;
cette;;;;
idee;;;;
le;;;;
poursuivait;;;;
.;;;;
Quelquefois;;;;
il;;;;
se;;;;
reveil-;;;;
lait;;;;
en;;;;
sursaut;;;;
,;;;;
le;;;;
ceur;;;;
serre;;;;
,;;;;
le;;;;
visage;;;;
inonde;;;;
de;;;;
larmes;;;;
,;;;;
avec;;;;
le;;;;
sou-;;;;
venir;;;;
confus;;;;
d';;;;
un;;;;
reve;;;;
terrible;;;;
et;;;;
singulier;;;;
qu';;;;
il;;;;
venait;;;;
d';;;;
avoir;;;;
.;;;;
Ce;;;;
reve;;;;
,;;;;
toujours;;;;
le;;;;
meme;;;;
,;;;;
revenait;;;;
presque;;;;
toutes;;;;
les;;;;
nuits;;;;
.;;;;
Cela;;;;
se;;;;
passait;;;;
dans;;;;
une;;;;
chambre;;;;
inconnue;;;;
,;;;;
ou;;;;
il;;;;
y;;;;
avait;;;;
une;;;;
grande;;;;
armoire;;;;
h;;;;
vieilles;;;;
ferrures;;;;
grimpantes;;;;
.;;;;
Jacques;;;;
etait;;;;
la;;;;
,;;;;
pale;;;;
,;;;;
horriblement;;;;
pale;;;;
,;;;;
etendu;;;;
sur;;;;
un;;;;
canape;;;;
	;;;;
il;;;;
venait;;;;
de;;;;
mourir;;;;
.;;;;
Camille;;;;
Pierrotte;;;;
etait;;;;
la;;;;
,;;;;
elle;;;;
aussi;;;;
,;;;;
et;;;;
,;;;;
debout;;;;
devant;;;;
l';;;;
armoire;;;;
,;;;;
elle;;;;
cherchait;;;;
a;;;;
l';;;;
ouvrir;;;;
pour;;;;
prendre;;;;
un;;;;
linceul;;;;
.;;;;
Seulement;;;;
,;;;;
elle;;;;
ne;;;;
pouvait;;;;
pas;;;;
y;;;;
parvenir;;;;
	;;;;
et;;;;
,;;;;
tout;;;;
en;;;;
tatonnant;;;;
avec;;;;
la;;;;
clef;;;;
autour;;;;
de;;;;
la;;;;
serrure;;;;
,;;;;
on;;;;
l';;;;
entendait;;;;
dire;;;;
d';;;;
une;;;;
voix;;;;
navrante;;;;
:;;;;
Je;;;;
ne;;;;
peux;;;;
pas;;;;
ouvrir;;;;
...;;;;
J';;;;
ai;;;;
trop;;;;
pleure;;;;
...;;;;
je;;;;
n';;;;
y;;;;
vois;;;;
plus;;;;
...;;;;
Quoiqu';;;;
il;;;;
voult;;;;
s';;;;
en;;;;
defendre;;;;
,;;;;
ce;;;;
reve;;;;
l';;;;
impressionnait;;;;
au;;;;
delha;;;;
de;;;;
la;;;;
raison;;;;
.;;;;
Des;;;;
qu';;;;
il;;;;
fermait;;;;
les;;;;
yeux;;;;
,;;;;
il;;;;
revoyait;;;;
Jacques;;;;
etendu;;;;
sur;;;;
le;;;;
canape;;;;
,;;;;
et;;;;
Camille;;;;
,;;;;
aveugle;;;;
,;;;;
devant;;;;
l';;;;
armoire;;;;
...;;;;
Tous;;;;
ces;;;;
remords;;;;
,;;;;
toutes;;;;
ces;;;;
terreurs;;;;
,;;;;
le;;;;
rendaient;;;;
de;;;;
jour;;;;
en;;;;
jour;;;;
plus;;;;
sombre;;;;
,;;;;
plus;;;;
irri-;;;;
table;;;;
.;;;;
La;;;;
creole;;;;
,;;;;
de;;;;
son;;;;
cote;;;;
,;;;;
n';;;;
etait;;;;
plus;;;;
endurante;;;;
.;;;;
D';;;;
ailleurs;;;;
elle;;;;
sentait;;;;
vaguement;;;;
qu';;;;
il;;;;
lui;;;;
echappait;;;;
,;;;;
-;;;;
sans;;;;
qu';;;;
elle;;;;
st;;;;
par;;;;
oi;;;;
-;;;;
etz4;;;;
LE;;;;
PETIT;;;;
CHOSE;;;;
cela;;;;
l';;;;
exasperait;;;;
.;;;;
A;;;;
tout;;;;
moment;;;;
,;;;;
c';;;;
etaient;;;;
des;;;;
scenes;;;;
terribles;;;;
,;;;;
des;;;;
cris;;;;
,;;;;
des;;;;
injures;;;;
,;;;;
a;;;;
se;;;;
croire;;;;
dans;;;;
un;;;;
bateau;;;;
de;;;;
blanchisseuses;;;;
.;;;;
Elle;;;;
lui;;;;
disait;;;;
:;;;;
Va;;;;
-t;;;;
-en;;;;
avec;;;;
ta;;;;
Pierrotte;;;;
,;;;;
te;;;;
faire;;;;
donner;;;;
des;;;;
ceurs;;;;
de;;;;
sucre;;;;
.;;;;
Et;;;;
lui;;;;
,;;;;
tout;;;;
de;;;;
suite;;;;
:;;;;
a;;;;
Retourne;;;;
a;;;;
ton;;;;
Pacheco;;;;
te;;;;
faire;;;;
fendre;;;;
la;;;;
levre.n;;;;
Elle;;;;
l';;;;
appelait;;;;
:;;;;
a;;;;
Bourgeoisln;;;;
Il;;;;
lui;;;;
repondait;;;;
:;;;;
aCoquineln;;;;
Puis;;;;
ils;;;;
fondaient;;;;
en;;;;
larmes;;;;
et;;;;
se;;;;
pardonnaient;;;;
genereusement;;;;
pour;;;;
recommencer;;;;
le;;;;
lendemain;;;;
.;;;;
C';;;;
est;;;;
ainsi;;;;
qu';;;;
ils;;;;
vivaient;;;;
,;;;;
nonl;;;;
qu';;;;
ils;;;;
croupissaient;;;;
ensemble;;;;
,;;;;
rives;;;;
au;;;;
meme;;;;
fer;;;;
,;;;;
couches;;;;
dans;;;;
le;;;;
meme;;;;
ruisseau;;;;
...;;;;
C';;;;
est;;;;
cette;;;;
exis-;;;;
tence;;;;
fangeuse;;;;
,;;;;
ce;;;;
sont;;;;
ces;;;;
heures;;;;
miserables;;;;
qui;;;;
dfilent;;;;
aujourd'hui;;;;
devant;;;;
mes;;;;
yeux;;;;
,;;;;
quand;;;;
je;;;;
fredonne;;;;
le;;;;
refrain;;;;
de;;;;
la;;;;
negresse;;;;
,;;;;
le;;;;
bizarre;;;;
et;;;;
melancolique;;;;
:;;;;
Tolocototignan;;;;
l;;;;
Tolocototignan;;;;
lYIII;;;;
TT;;;;
rF;;;;
lNlLlL;;;;
V;;;;
IVlIN;;;;
1;;;;
C';;;;
etait;;;;
un;;;;
soir;;;;
,;;;;
vers;;;;
neuf;;;;
heures;;;;
,;;;;
au;;;;
theatre;;;;
Montparnasse;;;;
.;;;;
Le;;;;
petit;;;;
Chose;;;;
,;;;;
qui;;;;
jouait;;;;
dans;;;;
la;;;;
premiere;;;;
piece;;;;
venait;;;;
de;;;;
finir;;;;
et;;;;
remon-;;;;
tait;;;;
dans;;;;
sa;;;;
loge;;;;
.;;;;
En;;;;
montant;;;;
,;;;;
il;;;;
se;;;;
croisa;;;;
avec;;;;
Irma;;;;
Borel;;;;
qui;;;;
allait;;;;
entrer;;;;
en;;;;
scene;;;;
.;;;;
Elle;;;;
etait;;;;
rayonnante;;;;
